Sexo	Provincias	Municipios	Edad (grupos quinquenales)	Periodo	Total
Total	28 Madrid	28160 Valdemorillo	De 80 a 84 años  	1 de enero de 2022	234
Total	28 Madrid	28160 Valdemorillo	De 85 a 89 años  	1 de enero de 2022	172
Total	28 Madrid	28160 Valdemorillo	De 90 a 94 años  	1 de enero de 2022	78
Total	28 Madrid	28160 Valdemorillo	De 95 a 99 años  	1 de enero de 2022	18
Total	28 Madrid	28160 Valdemorillo	100 y más años	1 de enero de 2022	3
Total	28 Madrid	28161 Valdemoro	De 65 a 69 años	1 de enero de 2022	2.456
Total	28 Madrid	28161 Valdemoro	De 70 a 74 años  	1 de enero de 2022	2.086
Total	28 Madrid	28161 Valdemoro	De 75 a 79 años  	1 de enero de 2022	1.530
Total	28 Madrid	28161 Valdemoro	De 80 a 84 años  	1 de enero de 2022	1.025
Total	28 Madrid	28161 Valdemoro	De 85 a 89 años  	1 de enero de 2022	720
Total	28 Madrid	28161 Valdemoro	De 90 a 94 años  	1 de enero de 2022	330
Total	28 Madrid	28161 Valdemoro	De 95 a 99 años  	1 de enero de 2022	70
Total	28 Madrid	28161 Valdemoro	100 y más años	1 de enero de 2022	11
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 65 a 69 años	1 de enero de 2022	153
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 70 a 74 años  	1 de enero de 2022	140
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 75 a 79 años  	1 de enero de 2022	100
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 80 a 84 años  	1 de enero de 2022	45
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 85 a 89 años  	1 de enero de 2022	47
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 90 a 94 años  	1 de enero de 2022	17
Total	28 Madrid	28162 Valdeolmos-Alalpardo	De 95 a 99 años  	1 de enero de 2022	5
Total	28 Madrid	28162 Valdeolmos-Alalpardo	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28163 Valdepiélagos	De 65 a 69 años	1 de enero de 2022	26
Total	28 Madrid	28163 Valdepiélagos	De 70 a 74 años  	1 de enero de 2022	19
Total	28 Madrid	28163 Valdepiélagos	De 75 a 79 años  	1 de enero de 2022	25
Total	28 Madrid	28163 Valdepiélagos	De 80 a 84 años  	1 de enero de 2022	12
Total	28 Madrid	28163 Valdepiélagos	De 85 a 89 años  	1 de enero de 2022	10
Total	28 Madrid	28163 Valdepiélagos	De 90 a 94 años  	1 de enero de 2022	2
Total	28 Madrid	28163 Valdepiélagos	De 95 a 99 años  	1 de enero de 2022	6
Total	28 Madrid	28163 Valdepiélagos	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28164 Valdetorres de Jarama	De 65 a 69 años	1 de enero de 2022	211
Total	28 Madrid	28164 Valdetorres de Jarama	De 70 a 74 años  	1 de enero de 2022	191
Total	28 Madrid	28164 Valdetorres de Jarama	De 75 a 79 años  	1 de enero de 2022	147
Total	28 Madrid	28164 Valdetorres de Jarama	De 80 a 84 años  	1 de enero de 2022	86
Total	28 Madrid	28164 Valdetorres de Jarama	De 85 a 89 años  	1 de enero de 2022	88
Total	28 Madrid	28164 Valdetorres de Jarama	De 90 a 94 años  	1 de enero de 2022	46
Total	28 Madrid	28164 Valdetorres de Jarama	De 95 a 99 años  	1 de enero de 2022	6
Total	28 Madrid	28164 Valdetorres de Jarama	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28165 Valdilecha	De 65 a 69 años	1 de enero de 2022	131
Total	28 Madrid	28165 Valdilecha	De 70 a 74 años  	1 de enero de 2022	110
Total	28 Madrid	28165 Valdilecha	De 75 a 79 años  	1 de enero de 2022	80
Total	28 Madrid	28165 Valdilecha	De 80 a 84 años  	1 de enero de 2022	55
Total	28 Madrid	28165 Valdilecha	De 85 a 89 años  	1 de enero de 2022	44
Total	28 Madrid	28165 Valdilecha	De 90 a 94 años  	1 de enero de 2022	24
Total	28 Madrid	28165 Valdilecha	De 95 a 99 años  	1 de enero de 2022	11
Total	28 Madrid	28165 Valdilecha	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28166 Valverde de Alcalá	De 65 a 69 años	1 de enero de 2022	21
Total	28 Madrid	28166 Valverde de Alcalá	De 70 a 74 años  	1 de enero de 2022	29
Total	28 Madrid	28166 Valverde de Alcalá	De 75 a 79 años  	1 de enero de 2022	12
Total	28 Madrid	28166 Valverde de Alcalá	De 80 a 84 años  	1 de enero de 2022	14
Total	28 Madrid	28166 Valverde de Alcalá	De 85 a 89 años  	1 de enero de 2022	8
Total	28 Madrid	28166 Valverde de Alcalá	De 90 a 94 años  	1 de enero de 2022	4
Total	28 Madrid	28166 Valverde de Alcalá	De 95 a 99 años  	1 de enero de 2022	1
Total	28 Madrid	28166 Valverde de Alcalá	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28167 Velilla de San Antonio	De 65 a 69 años	1 de enero de 2022	483
Total	28 Madrid	28167 Velilla de San Antonio	De 70 a 74 años  	1 de enero de 2022	304
Total	28 Madrid	28167 Velilla de San Antonio	De 75 a 79 años  	1 de enero de 2022	191
Total	28 Madrid	28167 Velilla de San Antonio	De 80 a 84 años  	1 de enero de 2022	120
Total	28 Madrid	28167 Velilla de San Antonio	De 85 a 89 años  	1 de enero de 2022	111
Total	28 Madrid	28167 Velilla de San Antonio	De 90 a 94 años  	1 de enero de 2022	40
Total	28 Madrid	28167 Velilla de San Antonio	De 95 a 99 años  	1 de enero de 2022	8
Total	28 Madrid	28167 Velilla de San Antonio	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28168 Vellón, El	De 65 a 69 años	1 de enero de 2022	82
Total	28 Madrid	28168 Vellón, El	De 70 a 74 años  	1 de enero de 2022	84
Total	28 Madrid	28168 Vellón, El	De 75 a 79 años  	1 de enero de 2022	77
Total	28 Madrid	28168 Vellón, El	De 80 a 84 años  	1 de enero de 2022	39
Total	28 Madrid	28168 Vellón, El	De 85 a 89 años  	1 de enero de 2022	33
Total	28 Madrid	28168 Vellón, El	De 90 a 94 años  	1 de enero de 2022	20
Total	28 Madrid	28168 Vellón, El	De 95 a 99 años  	1 de enero de 2022	8
Total	28 Madrid	28168 Vellón, El	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28169 Venturada	De 65 a 69 años	1 de enero de 2022	91
Total	28 Madrid	28169 Venturada	De 70 a 74 años  	1 de enero de 2022	94
Total	28 Madrid	28169 Venturada	De 75 a 79 años  	1 de enero de 2022	64
Total	28 Madrid	28169 Venturada	De 80 a 84 años  	1 de enero de 2022	41
Total	28 Madrid	28169 Venturada	De 85 a 89 años  	1 de enero de 2022	26
Total	28 Madrid	28169 Venturada	De 90 a 94 años  	1 de enero de 2022	11
Total	28 Madrid	28169 Venturada	De 95 a 99 años  	1 de enero de 2022	4
Total	28 Madrid	28169 Venturada	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28171 Villa del Prado	De 65 a 69 años	1 de enero de 2022	321
Total	28 Madrid	28171 Villa del Prado	De 70 a 74 años  	1 de enero de 2022	279
Total	28 Madrid	28171 Villa del Prado	De 75 a 79 años  	1 de enero de 2022	237
Total	28 Madrid	28171 Villa del Prado	De 80 a 84 años  	1 de enero de 2022	170
Total	28 Madrid	28171 Villa del Prado	De 85 a 89 años  	1 de enero de 2022	149
Total	28 Madrid	28171 Villa del Prado	De 90 a 94 años  	1 de enero de 2022	82
Total	28 Madrid	28171 Villa del Prado	De 95 a 99 años  	1 de enero de 2022	21
Total	28 Madrid	28171 Villa del Prado	100 y más años	1 de enero de 2022	4
Total	28 Madrid	28170 Villaconejos	De 65 a 69 años	1 de enero de 2022	173
Total	28 Madrid	28170 Villaconejos	De 70 a 74 años  	1 de enero de 2022	155
Total	28 Madrid	28170 Villaconejos	De 75 a 79 años  	1 de enero de 2022	126
Total	28 Madrid	28170 Villaconejos	De 80 a 84 años  	1 de enero de 2022	101
Total	28 Madrid	28170 Villaconejos	De 85 a 89 años  	1 de enero de 2022	64
Total	28 Madrid	28170 Villaconejos	De 90 a 94 años  	1 de enero de 2022	29
Total	28 Madrid	28170 Villaconejos	De 95 a 99 años  	1 de enero de 2022	7
Total	28 Madrid	28170 Villaconejos	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28172 Villalbilla	De 65 a 69 años	1 de enero de 2022	612
Total	28 Madrid	28172 Villalbilla	De 70 a 74 años  	1 de enero de 2022	414
Total	28 Madrid	28172 Villalbilla	De 75 a 79 años  	1 de enero de 2022	249
Total	28 Madrid	28172 Villalbilla	De 80 a 84 años  	1 de enero de 2022	136
Total	28 Madrid	28172 Villalbilla	De 85 a 89 años  	1 de enero de 2022	102
Total	28 Madrid	28172 Villalbilla	De 90 a 94 años  	1 de enero de 2022	51
Total	28 Madrid	28172 Villalbilla	De 95 a 99 años  	1 de enero de 2022	19
Total	28 Madrid	28172 Villalbilla	100 y más años	1 de enero de 2022	4
Total	28 Madrid	28173 Villamanrique de Tajo	De 65 a 69 años	1 de enero de 2022	34
Total	28 Madrid	28173 Villamanrique de Tajo	De 70 a 74 años  	1 de enero de 2022	44
Total	28 Madrid	28173 Villamanrique de Tajo	De 75 a 79 años  	1 de enero de 2022	34
Total	28 Madrid	28173 Villamanrique de Tajo	De 80 a 84 años  	1 de enero de 2022	27
Total	28 Madrid	28173 Villamanrique de Tajo	De 85 a 89 años  	1 de enero de 2022	18
Total	28 Madrid	28173 Villamanrique de Tajo	De 90 a 94 años  	1 de enero de 2022	7
Total	28 Madrid	28173 Villamanrique de Tajo	De 95 a 99 años  	1 de enero de 2022	4
Total	28 Madrid	28173 Villamanrique de Tajo	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28174 Villamanta	De 65 a 69 años	1 de enero de 2022	124
Total	28 Madrid	28174 Villamanta	De 70 a 74 años  	1 de enero de 2022	107
Total	28 Madrid	28174 Villamanta	De 75 a 79 años  	1 de enero de 2022	92
Total	28 Madrid	28174 Villamanta	De 80 a 84 años  	1 de enero de 2022	60
Total	28 Madrid	28174 Villamanta	De 85 a 89 años  	1 de enero de 2022	86
Total	28 Madrid	28174 Villamanta	De 90 a 94 años  	1 de enero de 2022	52
Total	28 Madrid	28174 Villamanta	De 95 a 99 años  	1 de enero de 2022	16
Total	28 Madrid	28174 Villamanta	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28175 Villamantilla	De 65 a 69 años	1 de enero de 2022	48
Total	28 Madrid	28175 Villamantilla	De 70 a 74 años  	1 de enero de 2022	41
Total	28 Madrid	28175 Villamantilla	De 75 a 79 años  	1 de enero de 2022	30
Total	28 Madrid	28175 Villamantilla	De 80 a 84 años  	1 de enero de 2022	25
Total	28 Madrid	28175 Villamantilla	De 85 a 89 años  	1 de enero de 2022	15
Total	28 Madrid	28175 Villamantilla	De 90 a 94 años  	1 de enero de 2022	16
Total	28 Madrid	28175 Villamantilla	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28175 Villamantilla	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28176 Villanueva de la Cañada	De 65 a 69 años	1 de enero de 2022	858
Total	28 Madrid	28176 Villanueva de la Cañada	De 70 a 74 años  	1 de enero de 2022	664
Total	28 Madrid	28176 Villanueva de la Cañada	De 75 a 79 años  	1 de enero de 2022	498
Total	28 Madrid	28176 Villanueva de la Cañada	De 80 a 84 años  	1 de enero de 2022	310
Total	28 Madrid	28176 Villanueva de la Cañada	De 85 a 89 años  	1 de enero de 2022	229
Total	28 Madrid	28176 Villanueva de la Cañada	De 90 a 94 años  	1 de enero de 2022	113
Total	28 Madrid	28176 Villanueva de la Cañada	De 95 a 99 años  	1 de enero de 2022	42
Total	28 Madrid	28176 Villanueva de la Cañada	100 y más años	1 de enero de 2022	3
Total	28 Madrid	28178 Villanueva de Perales	De 65 a 69 años	1 de enero de 2022	66
Total	28 Madrid	28178 Villanueva de Perales	De 70 a 74 años  	1 de enero de 2022	66
Total	28 Madrid	28178 Villanueva de Perales	De 75 a 79 años  	1 de enero de 2022	53
Total	28 Madrid	28178 Villanueva de Perales	De 80 a 84 años  	1 de enero de 2022	17
Total	28 Madrid	28178 Villanueva de Perales	De 85 a 89 años  	1 de enero de 2022	16
Total	28 Madrid	28178 Villanueva de Perales	De 90 a 94 años  	1 de enero de 2022	7
Total	28 Madrid	28178 Villanueva de Perales	De 95 a 99 años  	1 de enero de 2022	3
Total	28 Madrid	28178 Villanueva de Perales	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28177 Villanueva del Pardillo	De 65 a 69 años	1 de enero de 2022	485
Total	28 Madrid	28177 Villanueva del Pardillo	De 70 a 74 años  	1 de enero de 2022	400
Total	28 Madrid	28177 Villanueva del Pardillo	De 75 a 79 años  	1 de enero de 2022	291
Total	28 Madrid	28177 Villanueva del Pardillo	De 80 a 84 años  	1 de enero de 2022	202
Total	28 Madrid	28177 Villanueva del Pardillo	De 85 a 89 años  	1 de enero de 2022	118
Total	28 Madrid	28177 Villanueva del Pardillo	De 90 a 94 años  	1 de enero de 2022	67
Total	28 Madrid	28177 Villanueva del Pardillo	De 95 a 99 años  	1 de enero de 2022	14
Total	28 Madrid	28177 Villanueva del Pardillo	100 y más años	1 de enero de 2022	4
Total	28 Madrid	28179 Villar del Olmo	De 65 a 69 años	1 de enero de 2022	106
Total	28 Madrid	28179 Villar del Olmo	De 70 a 74 años  	1 de enero de 2022	85
Total	28 Madrid	28179 Villar del Olmo	De 75 a 79 años  	1 de enero de 2022	46
Total	28 Madrid	28179 Villar del Olmo	De 80 a 84 años  	1 de enero de 2022	31
Total	28 Madrid	28179 Villar del Olmo	De 85 a 89 años  	1 de enero de 2022	27
Total	28 Madrid	28179 Villar del Olmo	De 90 a 94 años  	1 de enero de 2022	10
Total	28 Madrid	28179 Villar del Olmo	De 95 a 99 años  	1 de enero de 2022	3
Total	28 Madrid	28179 Villar del Olmo	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28180 Villarejo de Salvanés	De 65 a 69 años	1 de enero de 2022	394
Total	28 Madrid	28180 Villarejo de Salvanés	De 70 a 74 años  	1 de enero de 2022	265
Total	28 Madrid	28180 Villarejo de Salvanés	De 75 a 79 años  	1 de enero de 2022	233
Total	28 Madrid	28180 Villarejo de Salvanés	De 80 a 84 años  	1 de enero de 2022	153
Total	28 Madrid	28180 Villarejo de Salvanés	De 85 a 89 años  	1 de enero de 2022	152
Total	28 Madrid	28180 Villarejo de Salvanés	De 90 a 94 años  	1 de enero de 2022	74
Total	28 Madrid	28180 Villarejo de Salvanés	De 95 a 99 años  	1 de enero de 2022	18
Total	28 Madrid	28180 Villarejo de Salvanés	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28181 Villaviciosa de Odón	De 65 a 69 años	1 de enero de 2022	1.597
Total	28 Madrid	28181 Villaviciosa de Odón	De 70 a 74 años  	1 de enero de 2022	1.625
Total	28 Madrid	28181 Villaviciosa de Odón	De 75 a 79 años  	1 de enero de 2022	1.151
Total	28 Madrid	28181 Villaviciosa de Odón	De 80 a 84 años  	1 de enero de 2022	607
Total	28 Madrid	28181 Villaviciosa de Odón	De 85 a 89 años  	1 de enero de 2022	413
Total	28 Madrid	28181 Villaviciosa de Odón	De 90 a 94 años  	1 de enero de 2022	250
Total	28 Madrid	28181 Villaviciosa de Odón	De 95 a 99 años  	1 de enero de 2022	66
Total	28 Madrid	28181 Villaviciosa de Odón	100 y más años	1 de enero de 2022	9
Total	28 Madrid	28182 Villavieja del Lozoya	De 65 a 69 años	1 de enero de 2022	13
Total	28 Madrid	28182 Villavieja del Lozoya	De 70 a 74 años  	1 de enero de 2022	12
Total	28 Madrid	28182 Villavieja del Lozoya	De 75 a 79 años  	1 de enero de 2022	14
Total	28 Madrid	28182 Villavieja del Lozoya	De 80 a 84 años  	1 de enero de 2022	9
Total	28 Madrid	28182 Villavieja del Lozoya	De 85 a 89 años  	1 de enero de 2022	3
Total	28 Madrid	28182 Villavieja del Lozoya	De 90 a 94 años  	1 de enero de 2022	4
Total	28 Madrid	28182 Villavieja del Lozoya	De 95 a 99 años  	1 de enero de 2022	1
Total	28 Madrid	28182 Villavieja del Lozoya	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28183 Zarzalejo	De 65 a 69 años	1 de enero de 2022	84
Total	28 Madrid	28183 Zarzalejo	De 70 a 74 años  	1 de enero de 2022	58
Total	28 Madrid	28183 Zarzalejo	De 75 a 79 años  	1 de enero de 2022	53
Total	28 Madrid	28183 Zarzalejo	De 80 a 84 años  	1 de enero de 2022	39
Total	28 Madrid	28183 Zarzalejo	De 85 a 89 años  	1 de enero de 2022	40
Total	28 Madrid	28183 Zarzalejo	De 90 a 94 años  	1 de enero de 2022	16
Total	28 Madrid	28183 Zarzalejo	De 95 a 99 años  	1 de enero de 2022	9
Total	28 Madrid	28183 Zarzalejo	100 y más años	1 de enero de 2022	4
